No,year,month,day,hour,PM2_5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
8905,2014,3,7,0,59,94,24,77,1200,2,1.1,1023.1,-15.9,0,W,0.9,Aotizhongxin
8917,2014,3,7,12,25,30,13,25,700,58,8.3,1023.2,-18.6,0,E,1.6,Aotizhongxin
8929,2014,3,8,0,84,130,45,90,1400,2,2.8,1021,-8.3,0,W,1.1,Aotizhongxin
8941,2014,3,8,12,170,197,86,84,2800,10,8.7,1015.5,-3.5,0,S,1.7,Aotizhongxin
8953,2014,3,9,0,61,42,33,85,1300,2,-1.2,1018.9,-7.8,0,NE,1.4,Aotizhongxin
8965,2014,3,9,12,131,147,56,77,1800,21,9,1020,-5.7,0,SW,2.7,Aotizhongxin
8977,2014,3,10,0,62,98,36,78,1900,2,1.3,1022.1,-3.2,0,SSE,1,Aotizhongxin
8989,2014,3,10,12,86,94,63,57,1500,25,6.3,1017,-3.1,0,ENE,1.1,Aotizhongxin
9001,2014,3,11,0,180,225,75,123,3600,2,2.9,1013,-3.5,0,ENE,1.6,Aotizhongxin
9013,2014,3,11,12,245,273,168,99,2900,27,11.9,1010.3,-0.6,0,E,1.6,Aotizhongxin
9025,2014,3,12,0,8,5,11,11,200,71,7.4,1018.8,-8.3,0,NNE,4.5,Aotizhongxin
9037,2014,3,12,12,3,12,2,9,300,83,9.6,1020.4,-17.6,0,N,3.8,Aotizhongxin
9049,2014,3,13,0,31,37,20,72,800,8,2,1020.2,-11.9,0,NNW,0.7,Aotizhongxin
9061,2014,3,13,12,11,18,15,30,600,57,11.6,1014.9,-14.2,0,S,2.2,Aotizhongxin
9073,2014,3,14,0,24,277,3,13,400,64,9.2,1014.2,-17,0,NNW,4.9,Aotizhongxin
9085,2014,3,14,12,7,14,13,26,500,60,15,1013.2,-12.3,0,S,2.8,Aotizhongxin
9097,2014,3,15,0,52,177,38,64,800,12,5,1006.2,-2.1,0,NNE,1.1,Aotizhongxin
9109,2014,3,15,12,94,178,45,81,1500,23,18.2,1004.3,-6.5,0,ESE,1.4,Aotizhongxin
9121,2014,3,16,0,181,283,94,127,2600,2,10.4,1009.4,-0.2,0,E,1.2,Aotizhongxin
9133,2014,3,16,12,79,165,65,58,1800,54,16.2,1010.7,-5,0,SSW,2.5,Aotizhongxin
9145,2014,3,17,0,132,190,51,68,1500,38,7,1005.1,2.9,0,SSE,0.1,Aotizhongxin
9157,2014,3,17,12,36,288,10,18,400,65,18.1,1005.5,-2.8,0,WNW,4.9,Aotizhongxin
9169,2014,3,18,0,18,86,10,22,300,60,13.3,1013.2,-5.8,0,NNE,3.9,Aotizhongxin
9181,2014,3,18,12,34,112,12,35,500,73,15.1,1017.1,-2.8,0,SSW,2.3,Aotizhongxin
9193,2014,3,19,0,36,86,10,55,500,33,8.2,1015,-7.5,0,SSW,1.5,Aotizhongxin
9205,2014,3,19,12,70,111,34,82,1200,11,10.3,1017.1,-4.5,0,NNE,1.8,Aotizhongxin
9217,2014,3,20,0,10,51,2,7,300,75,8.7,1023.1,-11.3,0,NNE,3.5,Aotizhongxin
9229,2014,3,20,12,10,29,6,11,400,77,16,1020.3,-9.9,0,NNW,3.3,Aotizhongxin
9241,2014,3,21,0,9,23,2,19,300,61,8.2,1018,-9.7,0,E,0.9,Aotizhongxin
9253,2014,3,21,12,21,41,9,57,700,42,20.4,1013.9,-5.5,0,SSW,2.5,Aotizhongxin
9265,2014,3,22,0,57,137,17,75,700,12,7.9,1009.5,0.8,0,WSW,0.4,Aotizhongxin
9277,2014,3,22,12,46,83,19,42,700,65,22.5,1010.7,-10.7,0,NE,4.2,Aotizhongxin
9289,2014,3,23,0,104,144,38,58,1300,62,10,1019.9,1.1,0,SSW,0.5,Aotizhongxin
9301,2014,3,23,12,115,132,42,69,1200,91,18.2,1017.2,-1.1,0,S,1.9,Aotizhongxin
9313,2014,3,24,0,233,264,54,140,2000,4,10.1,1012.7,2.7,0,NE,1.4,Aotizhongxin
9325,2014,3,24,12,280,300,74,118,2200,49,18.4,1006.8,4.5,0,SSW,1.5,Aotizhongxin
9337,2014,3,25,0,242,291,45,159,2200,2,10.8,1005.8,4.5,0,ENE,1.1,Aotizhongxin
9349,2014,3,25,12,235,264,53,85,1600,104,20.7,1004.3,4.3,0,SSW,1.4,Aotizhongxin
9361,2014,3,26,0,192,315,36,134,1300,2,10.3,1004.1,7.4,0,SE,0.5,Aotizhongxin
9373,2014,3,26,12,319,351,73,108,1900,54,21.4,1004.6,9.9,0,WSW,2,Aotizhongxin
9385,2014,3,27,0,389,486,36,160,2900,2,13.2,1005.6,9.6,0,NE,0.8,Aotizhongxin
9397,2014,3,27,12,396,477,66,120,6000,2,15.1,1006.7,11.9,0,ENE,1.5,Aotizhongxin
9409,2014,3,28,0,117,199,42,88,2000,2,12.1,1002.6,7.8,0,ENE,0.8,Aotizhongxin
9421,2014,3,28,12,117,67,27,24,1200,68,21.1,1001.8,9.7,0,E,2.2,Aotizhongxin
9433,2014,3,29,0,204,250,23,121,3000,2,15.4,1006,3.5,0,NNW,3.1,Aotizhongxin
9445,2014,3,29,12,23,38,6,6,200,92,20.9,1007.3,2.2,0,NE,3.6,Aotizhongxin
9457,2014,3,30,0,57,162,11,101,600,12,10.6,1009.1,6.7,0,SW,0,Aotizhongxin
9469,2014,3,30,12,19,28,9,25,400,86,24.6,1009.7,0.1,0,ESE,3.2,Aotizhongxin
9481,2014,3,31,0,60,167,15,109,700,6,15.2,1010,5.7,0,SSW,0,Aotizhongxin
9493,2014,3,31,12,257,316,65,113,3400,32,20.9,1009.7,7.8,0,ENE,2.3,Aotizhongxin
9505,2014,4,1,0,140,161,12,86,1300,9,12.1,1009.7,10,0,NNE,1.5,Aotizhongxin
9517,2014,4,1,12,128,44,37,58,900,84,22.3,1006,7.3,0,S,2.7,Aotizhongxin
9529,2014,4,2,0,99,161,30,73,600,51,16.4,1004.3,8.4,0,SW,1.4,Aotizhongxin
9541,2014,4,2,12,49,58,14,28,500,133,23.3,1008.9,1,0,NE,2.4,Aotizhongxin
9553,2014,4,3,0,68,142,25,74,700,24,12.3,1017.8,2.2,0,WSW,1.7,Aotizhongxin
9565,2014,4,3,12,35,332,2,9,300,93,19,1017,-12.2,0,NNE,4.2,Aotizhongxin
9577,2014,4,4,0,47,259,15,69,1200,14,8.7,1015.7,-3.8,0,SSW,2.7,Aotizhongxin
9589,2014,4,4,12,17,111,14,85,1000,27,25.4,1003.8,-5,0,NNW,2.6,Aotizhongxin
9601,2014,4,5,0,36,161,13,56,600,37,10.3,1016.8,-2.7,0,WSW,2.1,Aotizhongxin
9613,2014,4,5,12,8,45,3,10,300,84,18,1016.7,-11.9,0,NNW,3.6,Aotizhongxin
9625,2014,4,6,0,64,182,11,97,600,8,6.4,1014.9,0.9,0,W,0.6,Aotizhongxin
9637,2014,4,6,12,32,80,9,61,600,59,22.3,1011.5,-4,0,SSW,2.6,Aotizhongxin
9649,2014,4,7,0,55,147,20,53,500,51,11.5,1007.8,4.9,0,WSW,0.6,Aotizhongxin
9661,2014,4,7,12,118,215,28,108,900,40,23.3,1007,1,0,SSW,0.9,Aotizhongxin
9673,2014,4,8,0,166,290,31,161,1400,5,11,1008.4,8.2,0,NW,0.5,Aotizhongxin
9685,2014,4,8,12,238,311,63,136,2000,35,22.8,1007,7.3,0,SW,2,Aotizhongxin
9697,2014,4,9,0,157,225,42,82,1000,93,15.2,1004.3,8.4,0,WSW,0.7,Aotizhongxin
9709,2014,4,9,12,97,100,19,43,600,105,29.7,1002.7,-2.8,0,N,3.9,Aotizhongxin
9721,2014,4,10,0,142,402,44,81,2000,27,16.5,1015.3,3.2,0,SSW,1.9,Aotizhongxin
9733,2014,4,10,12,150,428,26,44,900,53,17.1,1017.1,1.1,0,SW,1.6,Aotizhongxin
9745,2014,4,11,0,65,160,33,54,1300,43,14.6,1014.8,1.1,0,SSW,1.3,Aotizhongxin
9757,2014,4,11,12,62,93,16,80,700,44,16.6,1013.4,1.8,0,SSW,1,Aotizhongxin
9769,2014,4,12,0,87,135,36,103,1200,4,9.6,1011.8,2.9,0,SSW,0.8,Aotizhongxin
9781,2014,4,12,12,121,148,30,96,1400,54,20.6,1009.6,1.4,0,S,2.6,Aotizhongxin
9793,2014,4,13,0,112,185,24,121,1400,2,12.7,1010.9,5.8,0,SW,0,Aotizhongxin
9805,2014,4,13,12,221,229,41,108,1500,64,22.2,1011.4,7.6,0,SSW,2.2,Aotizhongxin
9817,2014,4,14,0,228,308,29,165,2200,2,14.2,1011.7,10.2,0,E,0.9,Aotizhongxin
9829,2014,4,14,12,286,340,63,116,2300,75,23.6,1010.4,13.2,0,SSW,1.6,Aotizhongxin
9841,2014,4,15,0,61,83,18,42,500,64,15.2,1010.1,11.6,0,S,0.5,Aotizhongxin
9853,2014,4,15,12,110,126,31,44,900,100,22.1,1013.7,12.4,0,SSE,1.9,Aotizhongxin
9865,2014,4,16,0,35,72,10,63,500,16,13.4,1012.3,4.5,0,NW,0.9,Aotizhongxin
9877,2014,4,16,12,75,89,17,65,800,43,20.1,1008,-3.6,0,E,0.6,Aotizhongxin
9889,2014,4,17,0,92,242,26,123,1300,2,13.7,1004.9,7.2,0,W,0.6,Aotizhongxin
9901,2014,4,17,12,68,92,23,67,1400,44,14.6,1007.5,8.3,0,NE,2.9,Aotizhongxin
9913,2014,4,18,0,119,144,17,93,1900,12,14.8,1010.9,10.8,0,SSW,0.6,Aotizhongxin
9925,2014,4,18,12,181,160,27,66,1200,86,20.2,1013.6,10.9,0,NNE,0.8,Aotizhongxin
9937,2014,4,19,0,66,133,16,69,600,56,14.1,1017,2.6,0,SSW,1,Aotizhongxin
9949,2014,4,19,12,43,74,21,62,800,60,14.3,1015.5,0.5,0,S,1.5,Aotizhongxin
9961,2014,4,20,0,85,122,7,106,800,2,9.9,1013,5.9,0,NNE,1.6,Aotizhongxin
9973,2014,4,20,12,25,5,12,35,1000,57,20.9,1010.5,-1.6,0,SE,1.2,Aotizhongxin
9985,2014,4,21,0,74,256,12,126,700,2,10.2,1010.6,6.9,0,NNE,0.6,Aotizhongxin
9997,2014,4,21,12,28,19,4,24,300,87,22.8,1010.4,-0.7,0,W,1.9,Aotizhongxin
10009,2014,4,22,0,70,201,10,129,800,2,10.2,1010.4,5.6,0,ENE,0.5,Aotizhongxin
10021,2014,4,22,12,70,95,11,69,500,74,25.9,1007.2,3.8,0,SSW,1.6,Aotizhongxin
10033,2014,4,23,0,76,219,19,67,700,58,17.7,1005.3,9.1,0,WSW,1.5,Aotizhongxin
10045,2014,4,23,12,205,221,39,56,1000,84,23.2,1003.8,14.5,0,SSW,2.4,Aotizhongxin
10057,2014,4,24,0,77,112,14,40,500,97,18.2,1006.5,11.5,0,SSW,2.4,Aotizhongxin
10069,2014,4,24,12,123,149,22,57,800,54,21.4,1009.3,13.1,0,SSE,2.1,Aotizhongxin
10081,2014,4,25,0,149,191,11,137,1300,6,16.4,1010.3,13.9,0,E,0,Aotizhongxin
10093,2014,4,25,12,207,255,36,123,1500,46,24.9,1010.8,12.1,0,SW,2.5,Aotizhongxin
10105,2014,4,26,0,64,119,4,25,300,50,12.1,1013.5,10.8,0.7,NE,1.6,Aotizhongxin
10117,2014,4,26,12,199,199,2,13,400,69,21.5,1014.9,-0.5,0,N,2.9,Aotizhongxin
10129,2014,4,27,0,NA,NA,NA,NA,NA,NA,12,1015.5,9,0,NW,0.6,Aotizhongxin
10141,2014,4,27,12,NA,NA,NA,NA,NA,NA,23.4,1014.4,1.1,0,SE,1.9,Aotizhongxin
10153,2014,4,28,0,NA,NA,NA,NA,NA,NA,15.1,1016.3,7.4,0,SSW,1.5,Aotizhongxin
10165,2014,4,28,12,NA,NA,NA,NA,NA,NA,24.5,1013.3,2,0,S,1,Aotizhongxin
10177,2014,4,29,0,NA,NA,NA,NA,NA,NA,13.6,1010.5,8.8,0,S,0,Aotizhongxin
10189,2014,4,29,12,130,144,30,70,1100,91,24.6,1007,6.3,0,WSW,1.9,Aotizhongxin
10201,2014,4,30,0,NA,155,35,70,1200,51,18.6,1004.9,9.6,0,WSW,1.8,Aotizhongxin
10213,2014,4,30,12,185,200,36,91,1100,120,26,1002.9,11.4,0,SW,2.6,Aotizhongxin
10225,2014,5,1,0,101,160,15,78,600,85,17.7,1002.3,13.2,0,SW,1.5,Aotizhongxin
10237,2014,5,1,12,156,209,38,32,800,158,25.2,1000.4,16.3,0,SSW,3.8,Aotizhongxin
10249,2014,5,2,0,51,52,5,17,300,58,13.6,1007.3,1.9,0,NNE,1.8,Aotizhongxin
10261,2014,5,2,12,62,62,2,11,300,95,21.6,1010.5,-5.3,0,W,1.4,Aotizhongxin
10273,2014,5,3,0,50,159,5,100,900,2,11.5,1011.6,4.7,0,W,0.6,Aotizhongxin
10285,2014,5,3,12,87,148,19,31,500,93,22.1,1002.6,0.6,0,WSW,9.1,Aotizhongxin
10297,2014,5,4,0,51,76,2,9,300,75,11,1012.6,-4.3,0,NNW,2.7,Aotizhongxin
10309,2014,5,4,12,50,75,2,7,400,87,17.4,1011.5,-11.4,0,N,8.1,Aotizhongxin
10321,2014,5,5,0,98,102,8,79,800,2,5.8,1012.7,0.3,0,NE,1,Aotizhongxin
10333,2014,5,5,12,27,27,2,10,400,93,19.5,1011.3,-7.9,0,NNE,2,Aotizhongxin
10345,2014,5,6,0,54,76,12,57,600,43,10.2,1008.3,1.6,0,NW,0.4,Aotizhongxin
10357,2014,5,6,12,84,133,43,57,800,78,20.7,1002,3.8,0,N,1.4,Aotizhongxin
10369,2014,5,7,0,121,227,33,103,1900,12,12.9,998.1,12,0,SE,1.1,Aotizhongxin
10381,2014,5,7,12,27,103,7,20,400,94,24,1001.3,-0.4,0,N,3.1,Aotizhongxin
10393,2014,5,8,0,63,225,15,78,1000,22,13.9,1008.4,8.9,0,S,1,Aotizhongxin
10405,2014,5,8,12,60,105,17,27,700,130,22,1008,7.4,0,SSW,2.4,Aotizhongxin
10417,2014,5,9,0,72,124,38,66,900,67,17.5,1008.9,7.2,0,SSE,1.4,Aotizhongxin
10429,2014,5,9,12,77,121,37,59,1500,58,17.5,1009.7,9.4,0,ENE,1.4,Aotizhongxin
10441,2014,5,10,0,53,94,24,47,1100,80,15.9,1010.5,7.1,0,NE,0.7,Aotizhongxin
10453,2014,5,10,12,55,96,39,47,1200,75,17.8,1011.1,8.1,0,ENE,1.5,Aotizhongxin
10465,2014,5,11,0,42,79,9,58,1200,32,11.7,1009.7,10.4,1.9,NE,1.9,Aotizhongxin
10477,2014,5,11,12,19,19,4,25,1000,77,11.7,999.8,11.1,0.7,NNE,1.5,Aotizhongxin
10489,2014,5,12,0,25,28,3,50,600,24,11,994.8,10.7,0,SW,1,Aotizhongxin
10501,2014,5,12,12,NA,62,6,22,300,108,27.7,995.5,8.5,0,SSW,2.3,Aotizhongxin
10513,2014,5,13,0,54,129,20,57,600,67,19.4,994.8,11.2,0,SSW,0.9,Aotizhongxin
10525,2014,5,13,12,95,155,23,107,1100,56,28.7,993.7,10.4,0,NNE,2.2,Aotizhongxin
10537,2014,5,14,0,28,145,3,17,200,78,18.6,999.2,-2.4,0,NNE,3.1,Aotizhongxin
10549,2014,5,14,12,13,39,NA,19,300,60,20,1001.7,1.9,0,WNW,1.2,Aotizhongxin
10561,2014,5,15,0,32,96,8,76,500,14,10.3,996.4,6.1,0,W,0.1,Aotizhongxin
10573,2014,5,15,12,54,162,12,60,600,49,26.7,994.1,3.8,0,SSE,2.6,Aotizhongxin
10585,2014,5,16,0,98,308,25,119,1000,3,17.8,995.5,9.7,0,N,1.2,Aotizhongxin
10597,2014,5,16,12,24,25,2,12,200,111,27.9,1001.9,3.5,0,NE,2.4,Aotizhongxin
10609,2014,5,17,0,65,146,23,68,1200,64,17.2,1007.1,8.3,0,SE,0.6,Aotizhongxin
10621,2014,5,17,12,80,104,46,64,1100,115,25.9,1006.6,5.5,0,SW,3.8,Aotizhongxin
10633,2014,5,18,0,107,258,11,75,700,62,16.7,1005.6,11.6,0,ENE,0.5,Aotizhongxin
10645,2014,5,18,12,68,110,22,59,700,118,28.6,1002.3,9.8,0,SW,2,Aotizhongxin
10657,2014,5,19,0,107,216,24,80,700,94,22.6,1001.1,15.7,0,NE,2.7,Aotizhongxin
10669,2014,5,19,12,153,224,31,41,1100,148,26.3,997.9,15.7,0,ESE,1.6,Aotizhongxin
10681,2014,5,20,0,183,322,11,122,1600,53,21.2,997.6,16.8,0,NNE,1.3,Aotizhongxin
10693,2014,5,20,12,50,95,4,20,300,110,30.8,998.4,10.2,0,NE,1.9,Aotizhongxin
10705,2014,5,21,0,114,209,20,73,1500,53,20.5,1001.4,11.9,0,ENE,1.4,Aotizhongxin
10717,2014,5,21,12,100,158,26,61,1200,119,28.7,999.5,13.8,0,SW,2.3,Aotizhongxin
10729,2014,5,22,0,150,246,16,149,1900,13,20.1,999.4,17.9,0,SE,0,Aotizhongxin
10741,2014,5,22,12,266,275,40,72,2200,213,33,1000,12.1,0,SW,2.5,Aotizhongxin
10753,2014,5,23,0,71,137,13,54,500,111,25.5,1003.3,14,0,SW,1.1,Aotizhongxin
10765,2014,5,23,12,94,115,32,29,700,215,31.3,1004.3,13.6,0,SW,3.5,Aotizhongxin
10777,2014,5,24,0,105,232,23,91,1200,92,25,1002.1,16.7,0,SE,0,Aotizhongxin
10789,2014,5,24,12,NA,NA,NA,NA,NA,NA,20.8,1001.9,20.1,0,ENE,1.4,Aotizhongxin
10801,2014,5,25,0,99,99,2,39,700,37,20.8,1002.7,19.6,0,SE,0.2,Aotizhongxin
10813,2014,5,25,12,73,269,2,12,200,87,27.4,1000.2,3.1,0,WNW,5.3,Aotizhongxin
10825,2014,5,26,0,32,120,3,93,700,2,16.8,999.9,7.4,0,ESE,0.4,Aotizhongxin
10837,2014,5,26,12,31,82,6,40,400,104,32.3,992.3,7.9,0,SW,2.8,Aotizhongxin
10849,2014,5,27,0,37,83,9,122,700,2,18.5,989.3,9,0,W,0,Aotizhongxin
10861,2014,5,27,12,NA,NA,2,13,200,111,30.7,989.6,5.2,0,NNW,5,Aotizhongxin
10873,2014,5,28,0,15,15,2,67,300,27,17.1,995.7,9.5,0,NNW,0,Aotizhongxin
10885,2014,5,28,12,19,19,7,43,300,128,34.4,994.2,9.6,0,WSW,3.5,Aotizhongxin
10897,2014,5,29,0,47,47,15,100,700,68,26.5,991.6,9.4,0,SW,1.4,Aotizhongxin
10909,2014,5,29,12,58,58,18,63,800,213,39.2,990.9,4.6,0,ENE,1.8,Aotizhongxin
10921,2014,5,30,0,75,75,8,209,1300,2,22.8,996.9,15.4,0,E,0.7,Aotizhongxin
10933,2014,5,30,12,122,254,72,57,2400,260,33.9,1000.3,15.4,0,SE,1.3,Aotizhongxin
10945,2014,5,31,0,77,146,23,45,800,140,23.2,1002.2,17.2,0,E,0,Aotizhongxin
10957,2014,5,31,12,140,287,88,106,3000,128,32.3,1000.9,15.3,0,SW,1.4,Aotizhongxin
10969,2014,6,1,0,75,75,4,17,500,135,20.5,1003.2,19.7,0,E,1.1,Aotizhongxin
10981,2014,6,1,12,30,50,4,27,400,138,29.3,1001.5,14.3,0,ENE,1.7,Aotizhongxin
10993,2014,6,2,0,51,51,2,38,400,73,18.3,1006.2,17.8,0,ENE,0,Aotizhongxin
11005,2014,6,2,12,20,20,3,22,400,120,23.4,1006.3,13.8,0,ESE,0.1,Aotizhongxin
11017,2014,6,3,0,48,97,2,108,800,25,17.3,1003.4,15.8,0,SSW,0,Aotizhongxin
11029,2014,6,3,12,23,23,7,21,200,133,30.8,1000.9,13.1,0,ESE,1.6,Aotizhongxin
11041,2014,6,4,0,51,51,10,72,800,72,22.3,1002.1,15.9,0,WSW,1.5,Aotizhongxin
11053,2014,6,4,12,43,43,9,33,500,139,29.7,999.6,15.4,0,S,1.4,Aotizhongxin
11065,2014,6,5,0,49,49,5,52,500,83,22.7,999.2,18.2,0,SE,0,Aotizhongxin
11077,2014,6,5,12,53,53,20,24,500,161,31.9,998.3,14.1,0,SSW,0.7,Aotizhongxin
11089,2014,6,6,0,88,88,10,76,700,121,24.8,997.8,19,0,SSW,0,Aotizhongxin
11101,2014,6,6,12,98,98,29,60,2000,82,19.5,999.4,19.5,6.6,NNE,2.7,Aotizhongxin
11113,2014,6,7,0,27,27,2,57,400,2,16.2,999.3,16.2,0,E,0.5,Aotizhongxin
11125,2014,6,7,12,5,5,2,9,200,98,27.8,998.2,9.1,0,NNE,4.3,Aotizhongxin
11137,2014,6,8,0,27,27,3,89,400,5,19.8,997,13.9,0,ESE,0.7,Aotizhongxin
11149,2014,6,8,12,43,43,20,50,800,94,29.3,994.1,13.9,0,WSW,2.8,Aotizhongxin
11161,2014,6,9,0,26,26,2,101,700,2,16.9,997.1,16.6,0,ENE,1,Aotizhongxin
11173,2014,6,9,12,39,39,15,50,700,79,28.5,998.4,14,0,SW,1.9,Aotizhongxin
11185,2014,6,10,0,49,49,4,30,700,106,19.3,1002.5,16.3,0,E,0,Aotizhongxin
11197,2014,6,10,12,105,105,21,79,1500,61,26.8,1001.8,17,0,SW,1.2,Aotizhongxin
11209,2014,6,11,0,88,88,2,78,1000,17,19.9,1004.7,18.7,0,NE,0.8,Aotizhongxin
11221,2014,6,11,12,13,13,4,13,500,105,27.6,1004.5,16.6,0,NNE,1.2,Aotizhongxin
11233,2014,6,12,0,42,42,3,104,400,54,20.2,1002.3,16.6,0,WSW,0,Aotizhongxin
11245,2014,6,12,12,19,19,14,17,200,126,34,999.1,11.8,0,NW,1,Aotizhongxin
11257,2014,6,13,0,44,44,6,58,800,63,23.9,1001,16.9,0,ENE,0.8,Aotizhongxin
11269,2014,6,13,12,36,36,12,30,500,132,31,1000.7,17.3,0,W,2,Aotizhongxin
11281,2014,6,14,0,27,27,2,76,600,43,19.8,1002,19.3,0,ENE,1.4,Aotizhongxin
11293,2014,6,14,12,29,29,3,31,500,138,30.6,1000.2,18.7,0,WNW,1.8,Aotizhongxin
11305,2014,6,15,0,129,129,4,84,1100,99,24.2,999.8,20.1,0,WSW,0.6,Aotizhongxin
11317,2014,6,15,12,103,103,20,57,1000,196,31.7,997.1,19,0,SSE,0.9,Aotizhongxin
11329,2014,6,16,0,114,114,2,49,900,99,21.7,998.2,20.9,0,SE,0,Aotizhongxin
11341,2014,6,16,12,172,172,4,70,1000,121,27.8,996,19.8,0.2,WNW,2.5,Aotizhongxin
11353,2014,6,17,0,161,161,2,46,900,113,25.4,995.4,21.1,0,SW,1.5,Aotizhongxin
11365,2014,6,17,12,70,70,2,53,800,92,26.6,995.7,22,0,SSW,2.2,Aotizhongxin
11377,2014,6,18,0,55,55,2,52,900,46,19,998.1,19,0,ENE,0,Aotizhongxin
11389,2014,6,18,12,27,27,2,22,400,107,29.8,996.2,16.9,0,NW,0.9,Aotizhongxin
11401,2014,6,19,0,128,128,2,46,800,84,21.2,997.1,20.4,0,N,0.6,Aotizhongxin
11413,2014,6,19,12,213,213,15,NA,NA,94,27.5,998.7,21.3,0,E,1.9,Aotizhongxin
11425,2014,6,20,0,84,84,3,59,900,36,19.3,1001,19.3,23.3,N,0.7,Aotizhongxin
11437,2014,6,20,12,22,22,2,17,600,122,26.1,1001,18.2,0,E,1.4,Aotizhongxin
11449,2014,6,21,0,82,82,4,35,700,71,22,1003.3,18.8,0,WSW,1.5,Aotizhongxin
11461,2014,6,21,12,88,88,13,35,1300,92,25.5,1002.4,19.2,0,WNW,1.9,Aotizhongxin
11473,2014,6,22,0,20,20,2,46,300,54,17.3,1003,17.3,0,ENE,0.5,Aotizhongxin
11485,2014,6,22,12,44,44,2,25,600,116,27.4,1002.5,18.1,0,WSW,1.2,Aotizhongxin
11497,2014,6,23,0,40,40,2,59,500,40,18.6,1003.3,17.6,0,NNW,0,Aotizhongxin
11509,2014,6,23,12,15,15,2,22,300,111,29.8,1001.9,13.5,0,NW,1.2,Aotizhongxin
11521,2014,6,24,0,43,43,2,83,500,50,21.1,1000.2,19.2,0,SE,0,Aotizhongxin
11533,2014,6,24,12,3,3,9,41,500,185,29.7,998.2,17.8,0,W,3.1,Aotizhongxin
11545,2014,6,25,0,70,70,19,57,1500,106,26.1,996.9,18.2,0,SSE,0.4,Aotizhongxin
11557,2014,6,25,12,114,114,18,94,1200,63,25.7,998,21.6,0,SW,2.6,Aotizhongxin
11569,2014,6,26,0,155,155,3,46,900,58,23,998,22.2,0,W,1,Aotizhongxin
11581,2014,6,26,12,50,50,11,21,600,159,31.4,996.3,21,0,NW,2.1,Aotizhongxin
11593,2014,6,27,0,74,74,3,76,1000,57,23.6,1000.1,21.9,0,SSW,0,Aotizhongxin
11605,2014,6,27,12,10,10,5,13,200,86,33.3,1000.7,10.6,0,ESE,1.6,Aotizhongxin
11617,2014,6,28,0,31,31,7,89,400,63,20.8,1001,17.6,0,W,0,Aotizhongxin
11629,2014,6,28,12,13,13,6,15,300,106,34.7,999,11.2,0,SSW,1.4,Aotizhongxin
11641,2014,6,29,0,63,63,2,127,800,2,24.2,999.9,17.9,0,ENE,0.2,Aotizhongxin
11653,2014,6,29,12,42,42,16,61,900,108,32.4,1000.2,20.3,0,ENE,0.9,Aotizhongxin
11665,2014,6,30,0,83,83,24,99,1500,99,25.8,1000,19.9,0,SW,0,Aotizhongxin
11677,2014,6,30,12,83,83,21,73,1300,182,34,999.3,19.7,0,WSW,1.2,Aotizhongxin
11689,2014,7,1,0,66,66,11,75,500,81,27.8,999.3,16.7,0,SSW,1,Aotizhongxin
11701,2014,7,1,12,135,135,27,65,1400,141,29.8,998.6,20.6,0,S,1.9,Aotizhongxin
11713,2014,7,2,0,22,22,2,26,900,122,21.5,998.8,21.5,0,ENE,1.3,Aotizhongxin
11725,2014,7,2,12,52,52,2,63,1300,59,23.2,997.4,22.5,0,SE,0,Aotizhongxin
11737,2014,7,3,0,111,111,2,49,700,37,23.4,995.2,23.4,0,W,1.1,Aotizhongxin
11749,2014,7,3,12,253,253,2,71,1500,50,28.7,994.7,23.6,0,S,0.8,Aotizhongxin
11761,2014,7,4,0,256,256,2,60,1400,58,24.3,996.9,24,0,E,0,Aotizhongxin
11773,2014,7,4,12,179,179,2,26,900,171,31.9,998.5,24.5,0,NNW,1.6,Aotizhongxin
11785,2014,7,5,0,159,159,2,90,1200,20,24.2,1001.3,23.5,0,SSE,0.1,Aotizhongxin
11797,2014,7,5,12,149,149,4,37,900,151,31.2,1001.1,21.4,0,W,2.8,Aotizhongxin
11809,2014,7,6,0,190,190,3,42,1700,136,26.7,999.4,23.6,0,SW,2,Aotizhongxin
11821,2014,7,6,12,229,229,2,51,1400,127,31.3,998.6,23.1,0,WSW,1.5,Aotizhongxin
11833,2014,7,7,0,159,159,2,55,1400,78,27.7,998.6,23.9,0,S,1.9,Aotizhongxin
11845,2014,7,7,12,154,154,2,66,1000,106,31.2,996.3,23.8,0,SW,2.4,Aotizhongxin
11857,2014,7,8,0,261,261,2,79,1400,66,27,994.3,24.5,0,E,1.3,Aotizhongxin
11869,2014,7,8,12,22,22,4,14,400,97,33.7,996.5,12.1,0,NE,3.1,Aotizhongxin
11881,2014,7,9,0,52,52,4,128,600,2,24.1,998.6,18.3,0,ENE,0.7,Aotizhongxin
11893,2014,7,9,12,14,14,2,21,200,69,32,998.5,13.7,0,ENE,1.4,Aotizhongxin
11905,2014,7,10,0,44,44,5,81,600,46,23,995.8,19,0,WNW,0,Aotizhongxin
11917,2014,7,10,12,24,24,17,26,400,133,36.9,993.3,13.6,0,S,1,Aotizhongxin
11929,2014,7,11,0,46,46,6,49,400,68,25.9,992.6,18.3,0,WSW,1.6,Aotizhongxin
11941,2014,7,11,12,9,9,2,12,300,91,36.6,993.3,11.4,0,NE,3.5,Aotizhongxin
